"","name","artists","daily_rank","country","snapshot_date","popularity","is_explicit","duration_ms","danceability","album_release_date"
"629948","DILUVIO","Rauw Alejandro",28,"PA","12/12/2023",90,TRUE,197052,0.845,"7/7/2023"
"629949","Rara Vez","Taiu, Milo j",29,"PA","12/12/2023",88,FALSE,128677,0.838,"2/8/2023"
"629950","un x100to","Grupo Frontera, Bad Bunny",30,"PA","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"629951","HARLEY QUINN","Fuerza Regida, Marshmello",31,"PA","12/12/2023",95,TRUE,143327,0.815,"10/20/2023"
"629952","TQG","KAROL G, Shakira",32,"PA","12/12/2023",89,TRUE,197933,0.72,"2/24/2023"
"629953","X SI VOLVEMOS","KAROL G, Romeo Santos",33,"PA","12/12/2023",84,TRUE,200120,0.794,"2/24/2023"
"629954","La Maco","Anyuri, LH, JEYSON, Valentino GRM",34,"PA","12/12/2023",55,FALSE,198139,0.421,"6/15/2023"
"629955","LA INOCENTE","Mora, Feid",35,"PA","12/12/2023",87,TRUE,202173,0.757,"4/1/2022"
"629956","All I Want for Christmas Is You","Mariah Carey",36,"PA","12/12/2023",98,FALSE,241106,0.336,"10/28/1994"
"629957","Me Porto Bonito","Bad Bunny, Chencho Corleone",37,"PA","12/12/2023",89,TRUE,178567,0.911,"5/6/2022"
"629958","Casaya","BARBEL",38,"PA","12/12/2023",55,TRUE,206080,0.751,"11/4/2022"
"629959","Fruto","Bizarrap, Milo j",39,"PA","12/12/2023",88,FALSE,132294,0.801,"10/4/2023"
"629960","SEDA","Bad Bunny, Bryant Myers",40,"PA","12/12/2023",87,TRUE,190476,0.706,"10/13/2023"
"629961","UN PREVIEW","Bad Bunny",41,"PA","12/12/2023",85,TRUE,165582,0.795,"10/13/2023"
"629962","Nadie Te Ama Como Yo","Alejandro Torres",42,"PA","12/12/2023",49,FALSE,356044,0.594,"7/20/2022"
"629963","La del Tik Tok","BARBEL",43,"PA","12/12/2023",54,FALSE,257592,0.738,"2/17/2023"
"629964","LADY GAGA","Peso Pluma, Gabito Ballesteros, Junior H",44,"PA","12/12/2023",93,TRUE,212878,0.646,"6/29/2023"
"629965","Chulo pt.2","Bad Gyal, Tokischa, Young Miko",45,"PA","12/12/2023",88,TRUE,219333,0.852,"6/22/2023"
"629966","Primera Cita","Carin Leon",46,"PA","12/12/2023",87,FALSE,186455,0.535,"5/19/2023"
"629967","PROVENZA","KAROL G",47,"PA","12/12/2023",85,FALSE,207626,0.87,"2/24/2023"
"629968","MERCEDES CAROTA","Bad Bunny, YOVNGCHIMI",48,"PA","12/12/2023",84,TRUE,202635,0.822,"10/13/2023"
"629969","Holanda","Jhayco",49,"PA","12/12/2023",89,TRUE,231693,0.831,"7/28/2023"
"629970","CHORRITO PA LAS ANIMAS","Feid",50,"PA","12/12/2023",85,TRUE,168133,0.743,"12/2/2022"
"630271","HARLEY QUINN","Fuerza Regida, Marshmello",1,"MX","12/12/2023",95,TRUE,143327,0.815,"10/20/2023"
"630272","Que Onda","Calle 24, Chino Pacas, Fuerza Regida",2,"MX","12/12/2023",95,TRUE,191466,0.808,"8/30/2023"
"630273","La Víctima","Xavi",3,"MX","12/12/2023",89,TRUE,156345,0.778,"8/17/2023"
"630274","La Diabla","Xavi",4,"MX","12/12/2023",80,FALSE,172264,0.751,"11/30/2023"
"630275","ELOVRGA","Alex Favela, Grupo Marca Registrada, Joaquin Medina",5,"MX","12/12/2023",90,TRUE,194769,0.793,"8/18/2023"
"630276","EL AMOR DE SU VIDA","Grupo Frontera, Grupo Firme",6,"MX","12/12/2023",90,FALSE,165848,0.616,"8/25/2023"
"630277","LADY GAGA","Peso Pluma, Gabito Ballesteros, Junior H",7,"MX","12/12/2023",93,TRUE,212878,0.646,"6/29/2023"
"630278","LOU LOU","Gabito Ballesteros, Natanael Cano",8,"MX","12/12/2023",91,TRUE,188000,0.739,"10/19/2023"
"630279","Según Quién","Maluma, Carin Leon",9,"MX","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"630280","Y LLORO","Junior H",10,"MX","12/12/2023",91,TRUE,179013,0.728,"10/5/2023"
"630281","QLONA","KAROL G, Peso Pluma",11,"MX","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"630282","Reggaeton Champagne","Bellakath, Dani Flow",12,"MX","12/12/2023",90,TRUE,159170,0.795,"10/5/2023"
"630283","LA PEOPLE","Peso Pluma, Tito Double P",13,"MX","12/12/2023",88,TRUE,153031,0.736,"6/29/2023"
"630284","Primera Cita","Carin Leon",14,"MX","12/12/2023",87,FALSE,186455,0.535,"5/19/2023"
"630285","O Me Voy O Te Vas","Natanael Cano",15,"MX","12/12/2023",87,FALSE,242133,0.684,"10/11/2023"
"630286","SABOR FRESA","Fuerza Regida",16,"MX","12/12/2023",81,TRUE,156500,0.778,"10/20/2023"
"630287","PERRO NEGRO","Bad Bunny, Feid",17,"MX","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"630288","Poco A Poco","Xavi, Los Dareyes De La Sierra",18,"MX","12/12/2023",87,FALSE,156040,0.779,"9/21/2023"
"630289","Alucin","Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel",19,"MX","12/12/2023",82,TRUE,197114,0.787,"11/17/2023"
"630290","Skin de Bandida","Oscar Maydon, Junior H, Gabito Ballesteros",20,"MX","12/12/2023",87,FALSE,176134,0.743,"9/22/2023"
"630291","Mi Bello Angel","Natanael Cano",21,"MX","12/12/2023",88,TRUE,188666,0.807,"6/30/2023"
"630292","ROCKSTAR","Junior H",22,"MX","12/12/2023",87,TRUE,168677,0.761,"10/5/2023"
"630293","A Puro Dolor","Gabito Ballesteros",23,"MX","12/12/2023",78,FALSE,168086,0.743,"11/30/2023"
"630294","Bling Bling","Grupo Marca Registrada, Octavio Cuadras",24,"MX","12/12/2023",78,TRUE,162649,0.725,"11/27/2023"
"630295","Modo DND","Xavi, Tony Aguirre",25,"MX","12/12/2023",84,TRUE,220298,0.756,"10/26/2023"
"630296","El Azul","Junior H, Peso Pluma",26,"MX","12/12/2023",89,FALSE,187225,0.558,"2/10/2023"
"630297","TQM","Fuerza Regida",27,"MX","12/12/2023",80,TRUE,157251,0.787,"10/20/2023"
"630298","QUE VUELVAS","Grupo Frontera, Carin Leon",28,"MX","12/12/2023",83,FALSE,169418,0.497,"8/25/2023"
"630299","MARTILLAZO","Dani Flow, El Bogueto, Uzielito Mix",29,"MX","12/12/2023",80,TRUE,158333,0.918,"11/3/2023"
"630300","Mood Malandro","Código FN, Gabito Ballesteros",30,"MX","12/12/2023",86,FALSE,191558,0.723,"8/24/2023"
"630301","Vete","Alfredo Olivas",31,"MX","12/12/2023",83,FALSE,185240,0.626,"9/30/2022"
"630302","CHUPON","Yeri Mua, El Gudi, Oviña, Jey F, Alan Dazmel",32,"MX","12/12/2023",68,FALSE,201084,0.73,"8/25/2023"
"630303","Por Dentro","Rels B, Kenia OS",33,"MX","12/12/2023",84,TRUE,165981,0.833,"11/23/2023"
"630304","CRAZYZ","Fuerza Regida",34,"MX","12/12/2023",81,TRUE,204815,0.809,"10/20/2023"
"630305","un x100to","Grupo Frontera, Bad Bunny",35,"MX","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"630306","Ella Baila Sola","Eslabon Armado, Peso Pluma",36,"MX","12/12/2023",86,FALSE,165671,0.668,"4/28/2023"
"630307","Fin de Semana","Oscar Maydon, Junior H",37,"MX","12/12/2023",87,FALSE,224920,0.699,"1/13/2023"
"630308","Otro Show","Uzielito Mix, El Bogueto, Dani Flow",38,"MX","12/12/2023",84,TRUE,160800,0.824,"9/9/2023"
"630309","BIPOLAR","Peso Pluma, Jasiel Nuñez, Junior H",39,"MX","12/12/2023",87,TRUE,265045,0.776,"9/7/2023"
"630310","Ch y la Pizza","Fuerza Regida, Natanael Cano",40,"MX","12/12/2023",84,TRUE,136913,0.628,"12/30/2022"
"630311","Mi Kryptonita","Doble ONE Flow Letal",41,"MX","12/12/2023",70,FALSE,188089,0.782,"10/11/2023"
"630312","La Bebe - Remix","Yng Lvcas, Peso Pluma",42,"MX","12/12/2023",90,TRUE,234352,0.812,"3/17/2023"
"630313","LAGUNAS","Peso Pluma, Jasiel Nuñez",43,"MX","12/12/2023",87,TRUE,231246,0.77,"6/29/2023"
"630314","TULUM","Peso Pluma, Grupo Frontera",44,"MX","12/12/2023",89,TRUE,209415,0.557,"6/29/2023"
"630315","EXCESOS","Fuerza Regida",45,"MX","12/12/2023",85,FALSE,187076,0.742,"10/20/2023"
"630316","Yo Todo Lo Doy","Alfredo Olivas",46,"MX","12/12/2023",82,FALSE,202453,0.597,"9/30/2022"
"630317","CCC - Remix","Michelle Maciel, Eden Muñoz, Panter Bélico",47,"MX","12/12/2023",84,FALSE,147877,0.713,"8/31/2023"
"630318","RUBICON","Peso Pluma",48,"MX","12/12/2023",85,TRUE,238447,0.758,"6/29/2023"
"630319","MONACO","Bad Bunny",49,"MX","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"630320","PRC","Peso Pluma, Natanael Cano",50,"MX","12/12/2023",81,TRUE,184066,0.784,"6/29/2023"
"631121","Según Quién","Maluma, Carin Leon",1,"GT","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"631122","EL AMOR DE SU VIDA","Grupo Frontera, Grupo Firme",2,"GT","12/12/2023",90,FALSE,165848,0.616,"8/25/2023"
"631123","Que Onda","Calle 24, Chino Pacas, Fuerza Regida",3,"GT","12/12/2023",95,TRUE,191466,0.808,"8/30/2023"
"631124","HARLEY QUINN","Fuerza Regida, Marshmello",4,"GT","12/12/2023",95,TRUE,143327,0.815,"10/20/2023"
"631125","QLONA","KAROL G, Peso Pluma",5,"GT","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"631126","PERRO NEGRO","Bad Bunny, Feid",6,"GT","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"631127","Primera Cita","Carin Leon",7,"GT","12/12/2023",87,FALSE,186455,0.535,"5/19/2023"
"631128","La Víctima","Xavi",8,"GT","12/12/2023",89,TRUE,156345,0.778,"8/17/2023"
"631129","LADY GAGA","Peso Pluma, Gabito Ballesteros, Junior H",9,"GT","12/12/2023",93,TRUE,212878,0.646,"6/29/2023"
"631130","La Diabla","Xavi",10,"GT","12/12/2023",80,FALSE,172264,0.751,"11/30/2023"
"631131","un x100to","Grupo Frontera, Bad Bunny",11,"GT","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"631132","QUE VUELVAS","Grupo Frontera, Carin Leon",12,"GT","12/12/2023",83,FALSE,169418,0.497,"8/25/2023"
"631133","LALA","Myke Towers",13,"GT","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"631134","TULUM","Peso Pluma, Grupo Frontera",14,"GT","12/12/2023",89,TRUE,209415,0.557,"6/29/2023"
"631135","Y LLORO","Junior H",15,"GT","12/12/2023",91,TRUE,179013,0.728,"10/5/2023"
"631136","Es un Secreto","Plan B",16,"GT","12/12/2023",72,FALSE,190560,0.841,"7/20/2010"
"631137","ALV","Arcángel, Grupo Frontera",17,"GT","12/12/2023",82,FALSE,224285,0.777,"11/17/2023"
"631138","AMARGURA","KAROL G",18,"GT","12/12/2023",90,TRUE,170480,0.92,"2/24/2023"
"631139","ELOVRGA","Alex Favela, Grupo Marca Registrada, Joaquin Medina",19,"GT","12/12/2023",90,TRUE,194769,0.793,"8/18/2023"
"631140","MI EX TENÍA RAZÓN","KAROL G",20,"GT","12/12/2023",88,FALSE,154374,0.634,"8/10/2023"
"631141","MONACO","Bad Bunny",21,"GT","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"631142","Ella Baila Sola","Eslabon Armado, Peso Pluma",22,"GT","12/12/2023",86,FALSE,165671,0.668,"4/28/2023"
"631143","LUNA","Feid, ATL Jacob",23,"GT","12/12/2023",82,FALSE,196800,0.774,"12/1/2023"
"631144","SABOR FRESA","Fuerza Regida",24,"GT","12/12/2023",81,TRUE,156500,0.778,"10/20/2023"
"631145","El Azul","Junior H, Peso Pluma",25,"GT","12/12/2023",89,FALSE,187225,0.558,"2/10/2023"
"631146","Feliz Cumpleaños Ferxxo","Feid",26,"GT","12/12/2023",87,FALSE,155960,0.865,"9/14/2022"
"631147","Columbia","Quevedo",27,"GT","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"631148","Reggaeton Champagne","Bellakath, Dani Flow",28,"GT","12/12/2023",90,TRUE,159170,0.795,"10/5/2023"
"631149","Poco A Poco","Xavi, Los Dareyes De La Sierra",29,"GT","12/12/2023",87,FALSE,156040,0.779,"9/21/2023"
"631150","La Bebe - Remix","Yng Lvcas, Peso Pluma",30,"GT","12/12/2023",90,TRUE,234352,0.812,"3/17/2023"
"631151","CLASSY 101","Feid, Young Miko",31,"GT","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"631152","Fin de Semana","Oscar Maydon, Junior H",32,"GT","12/12/2023",87,FALSE,224920,0.699,"1/13/2023"
"631153","Frágil","Yahritza Y Su Esencia, Grupo Frontera",33,"GT","12/12/2023",78,FALSE,160517,0.605,"9/8/2023"
"631154","Modo DND","Xavi, Tony Aguirre",34,"GT","12/12/2023",84,TRUE,220298,0.756,"10/26/2023"
"631155","LA PEOPLE","Peso Pluma, Tito Double P",35,"GT","12/12/2023",88,TRUE,153031,0.736,"6/29/2023"
"631156","La Bachata","Manuel Turizo",36,"GT","12/12/2023",85,FALSE,162637,0.835,"3/17/2023"
"631157","TQM","Fuerza Regida",37,"GT","12/12/2023",80,TRUE,157251,0.787,"10/20/2023"
"631158","LOU LOU","Gabito Ballesteros, Natanael Cano",38,"GT","12/12/2023",91,TRUE,188000,0.739,"10/19/2023"
"631159","QUEMA","Ryan Castro, Peso Pluma, SOG",39,"GT","12/12/2023",87,TRUE,150618,0.791,"7/13/2023"
"631160","Hey Mor","Ozuna, Feid",40,"GT","12/12/2023",87,FALSE,196600,0.901,"10/7/2022"
"631161","LA CANCIÓN","J Balvin, Bad Bunny",41,"GT","12/12/2023",86,FALSE,242573,0.754,"6/28/2019"
"631162","DE LUNES A LUNES","Grupo Frontera, Manuel Turizo",42,"GT","12/12/2023",77,FALSE,188411,0.574,"8/25/2023"
"631163","Bebe Dame","Fuerza Regida, Grupo Frontera",43,"GT","12/12/2023",82,FALSE,271861,0.529,"12/28/2022"
"631164","Mi Bello Angel","Natanael Cano",44,"GT","12/12/2023",88,TRUE,188666,0.807,"6/30/2023"
"631165","Te Lo Agradezco","Kany García, Carin Leon",45,"GT","12/12/2023",83,FALSE,183667,0.549,"7/27/2023"
"631166","Me Porto Bonito","Bad Bunny, Chencho Corleone",46,"GT","12/12/2023",89,TRUE,178567,0.911,"5/6/2022"
"631167","Normal","Feid",47,"GT","12/12/2023",85,TRUE,171880,0.709,"9/14/2022"
"631168","TQG","KAROL G, Shakira",48,"GT","12/12/2023",89,TRUE,197933,0.72,"2/24/2023"
"631169","FINA","Bad Bunny, Young Miko",49,"GT","12/12/2023",90,TRUE,216327,0.847,"10/13/2023"
"631170","NO SE VA - EN VIVO","Grupo Frontera",50,"GT","12/12/2023",81,FALSE,193816,0.57,"8/25/2023"
"631571","LOS PANAS","El Alfa, BeezyRD",1,"DO","12/12/2023",67,FALSE,166071,0.853,"11/10/2023"
"631572","AQUI TA SMOKE","El Alfa, Pop Smoke, Junior H",2,"DO","12/12/2023",76,FALSE,174000,0.659,"11/10/2023"
"631573","MONACO","Bad Bunny",3,"DO","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"631574","PERRO NEGRO","Bad Bunny, Feid",4,"DO","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"631575","Qué Chimba!","Dn7 Music, Juan Palau, Adexe & Nau, Kevin Bury, Kiño, Juanfran, Carlos Heredia, Leyvan",5,"DO","12/12/2023",41,FALSE,241855,0.732,"12/8/2023"
"631576","Eso E","Donaty, El Baby R",6,"DO","12/12/2023",65,TRUE,139728,0.836,"10/6/2023"
"631577","Cintureo - Remix","Jey One, Yoan Retro",7,"DO","12/12/2023",63,TRUE,164055,0.574,"11/7/2023"
"631578","FINA","Bad Bunny, Young Miko",8,"DO","12/12/2023",90,TRUE,216327,0.847,"10/13/2023"
"631579","QLONA","KAROL G, Peso Pluma",9,"DO","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"631580","Se Puede Repetí","Mestizo Is Back",10,"DO","12/12/2023",54,FALSE,124870,0.782,"10/22/2023"
"631581","LALA","Myke Towers",11,"DO","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"631582","Tu Veneno","Tyago Baby, Jamby El Favo",12,"DO","12/12/2023",28,FALSE,192630,0.666,"12/8/2023"
"631583","AMARGURA","KAROL G",13,"DO","12/12/2023",90,TRUE,170480,0.92,"2/24/2023"
"631584","Prepotente","Yaisel LM, Kreizy k",14,"DO","12/12/2023",65,TRUE,125147,0.862,"7/18/2023"
"631585","THUNDER Y LIGHTNING","Bad Bunny, Eladio Carrion",15,"DO","12/12/2023",84,TRUE,217133,0.552,"10/13/2023"
"631586","Dulcy","Deny K, El BAI",16,"DO","12/12/2023",63,TRUE,177501,0.839,"11/24/2023"
"631587","SEDA","Bad Bunny, Bryant Myers",17,"DO","12/12/2023",87,TRUE,190476,0.706,"10/13/2023"
"631588","Que La Choque","Rochy RD",18,"DO","12/12/2023",61,FALSE,125004,0.71,"10/1/2023"
"631589","Coco Chanel","Eladio Carrion, Bad Bunny",19,"DO","12/12/2023",85,TRUE,208125,0.683,"3/17/2023"
"631590","TATARA REMIX","Lomiiel, Papera, Alex Roxario",20,"DO","12/12/2023",59,FALSE,154083,0.632,"9/13/2023"
"631591","Columbia","Quevedo",21,"DO","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"631592","Lollipop","Darell",22,"DO","12/12/2023",92,TRUE,199946,0.822,"7/28/2023"
"631593","Según Quién","Maluma, Carin Leon",23,"DO","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"631594","Mbappe","Eladio Carrion",24,"DO","12/12/2023",80,TRUE,147692,0.712,"11/18/2022"
"631595","MI EX TENÍA RAZÓN","KAROL G",25,"DO","12/12/2023",88,FALSE,154374,0.634,"8/10/2023"
"631596","NO ME QUIERO CASAR","Bad Bunny",26,"DO","12/12/2023",84,TRUE,225654,0.914,"10/13/2023"
"631597","UN PREVIEW","Bad Bunny",27,"DO","12/12/2023",85,TRUE,165582,0.795,"10/13/2023"
"631598","Narcotics (with Bryant Myers)","Dei V, Bryant Myers",28,"DO","12/12/2023",84,TRUE,173991,0.711,"9/14/2023"
"631599","Me Porto Bonito","Bad Bunny, Chencho Corleone",29,"DO","12/12/2023",89,TRUE,178567,0.911,"5/6/2022"
"631600","Boy Boy","Yaisel LM, Hansel El De La H",30,"DO","12/12/2023",62,TRUE,134565,0.643,"6/21/2023"
"631601","MERCEDES CAROTA","Bad Bunny, YOVNGCHIMI",31,"DO","12/12/2023",84,TRUE,202635,0.822,"10/13/2023"
"631602","CLASSY 101","Feid, Young Miko",32,"DO","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"631603","Si No Estás","iñigo quintero",33,"DO","12/12/2023",98,FALSE,184061,0.537,"9/23/2022"
"631604","Holanda","Jhayco",34,"DO","12/12/2023",89,TRUE,231693,0.831,"7/28/2023"
"631605","X SI VOLVEMOS","KAROL G, Romeo Santos",35,"DO","12/12/2023",84,TRUE,200120,0.794,"2/24/2023"
"631606","Hey Mor","Ozuna, Feid",36,"DO","12/12/2023",87,FALSE,196600,0.901,"10/7/2022"
"631607","Empaquetate","Donaty, Polojoa",37,"DO","12/12/2023",60,TRUE,147457,0.844,"4/12/2023"
"631608","TELEFONO NUEVO","Bad Bunny, Luar La L",38,"DO","12/12/2023",84,TRUE,354784,0.619,"10/13/2023"
"631609","WHERE SHE GOES","Bad Bunny",39,"DO","12/12/2023",83,TRUE,231704,0.651,"10/13/2023"
"631610","DILUVIO","Rauw Alejandro",40,"DO","12/12/2023",90,TRUE,197052,0.845,"7/7/2023"
"631611","Onana","Jey One",41,"DO","12/12/2023",74,FALSE,128571,0.681,"5/8/2023"
"631612","HIBIKI","Bad Bunny, Mora",42,"DO","12/12/2023",88,TRUE,208000,0.801,"10/13/2023"
"631613","Cua Cua","J Daly, Pio el titoki",43,"DO","12/12/2023",46,TRUE,118412,0.807,"11/27/2023"
"631614","MR. OCTOBER","Bad Bunny",44,"DO","12/12/2023",84,TRUE,189258,0.805,"10/13/2023"
"631615","un x100to","Grupo Frontera, Bad Bunny",45,"DO","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"631616","Kemba Walker","Eladio Carrion, Bad Bunny",46,"DO","12/12/2023",78,TRUE,152960,0.832,"1/31/2020"
"631617","Mi Todo","Yiyo Sarante",47,"DO","12/12/2023",55,FALSE,229276,0.734,"5/1/2023"
"631618","Yandel 150","Yandel, Feid",48,"DO","12/12/2023",84,TRUE,216148,0.783,"1/13/2023"
"631619","Quien Es Dei V?","Dei V",49,"DO","12/12/2023",81,TRUE,162244,0.557,"3/17/2023"
"631620","CYBERTRUCK","Bad Bunny",50,"DO","12/12/2023",84,TRUE,191959,0.704,"10/13/2023"
"631821","LUNA","Feid, ATL Jacob",1,"CO","12/12/2023",82,FALSE,196800,0.774,"12/1/2023"
"631822","PERRO NEGRO","Bad Bunny, Feid",2,"CO","12/12/2023",97,TRUE,162767,0.911,"10/13/2023"
"631823","CUAL ES ESA","Feid, Pirlo",3,"CO","12/12/2023",78,TRUE,172506,0.916,"12/1/2023"
"631824","QLONA","KAROL G, Peso Pluma",4,"CO","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
"631825","Según Quién","Maluma, Carin Leon",5,"CO","12/12/2023",90,TRUE,142334,0.909,"8/25/2023"
"631826","AMARGURA","KAROL G",6,"CO","12/12/2023",90,TRUE,170480,0.92,"2/24/2023"
"631827","CLASSY 101","Feid, Young Miko",7,"CO","12/12/2023",76,TRUE,195586,0.858,"12/1/2023"
"631828","Feliz Cumpleaños Ferxxo","Feid",8,"CO","12/12/2023",87,FALSE,155960,0.865,"9/14/2022"
"631829","LALA","Myke Towers",9,"CO","12/12/2023",95,TRUE,197920,0.708,"3/23/2023"
"631830","ALAKRAN","Feid",10,"CO","12/12/2023",79,FALSE,90613,0.692,"12/1/2023"
"631831","Primera Cita","Carin Leon",11,"CO","12/12/2023",87,FALSE,186455,0.535,"5/19/2023"
"631832","Que Onda","Calle 24, Chino Pacas, Fuerza Regida",12,"CO","12/12/2023",95,TRUE,191466,0.808,"8/30/2023"
"631833","MI EX TENÍA RAZÓN","KAROL G",13,"CO","12/12/2023",88,FALSE,154374,0.634,"8/10/2023"
"631834","Hey Mor","Ozuna, Feid",14,"CO","12/12/2023",87,FALSE,196600,0.901,"10/7/2022"
"631835","Yandel 150","Yandel, Feid",15,"CO","12/12/2023",84,TRUE,216148,0.783,"1/13/2023"
"631836","CHORRITO PA LAS ANIMAS","Feid",16,"CO","12/12/2023",85,TRUE,168133,0.743,"12/2/2022"
"631837","Normal","Feid",17,"CO","12/12/2023",85,TRUE,171880,0.709,"9/14/2022"
"631838","QUEMA","Ryan Castro, Peso Pluma, SOG",18,"CO","12/12/2023",87,TRUE,150618,0.791,"7/13/2023"
"631839","Lollipop","Darell",19,"CO","12/12/2023",92,TRUE,199946,0.822,"7/28/2023"
"631840","MONACO","Bad Bunny",20,"CO","12/12/2023",96,TRUE,267194,0.787,"10/13/2023"
"631841","TQG","KAROL G, Shakira",21,"CO","12/12/2023",89,TRUE,197933,0.72,"2/24/2023"
"631842","LA VUELTA","Feid, Mañas Ru-Fino",22,"CO","12/12/2023",78,FALSE,121920,0.835,"12/1/2023"
"631843","BUBALU","Feid, Rema",23,"CO","12/12/2023",79,FALSE,228186,0.786,"9/29/2023"
"631844","OKI DOKI","KAROL G",24,"CO","12/12/2023",79,TRUE,143789,0.843,"8/10/2023"
"631845","LA INOCENTE","Mora, Feid",25,"CO","12/12/2023",87,TRUE,202173,0.757,"4/1/2022"
"631846","La Bachata","Manuel Turizo",26,"CO","12/12/2023",85,FALSE,162637,0.835,"3/17/2023"
"631847","Columbia","Quevedo",27,"CO","12/12/2023",93,FALSE,186000,0.668,"7/7/2023"
"631848","Es un Secreto","Plan B",28,"CO","12/12/2023",72,FALSE,190560,0.841,"7/20/2010"
"631849","un x100to","Grupo Frontera, Bad Bunny",29,"CO","12/12/2023",86,FALSE,194563,0.571,"8/25/2023"
"631850","KLKNTOKI","Nath, Pirlo, Cheztom",30,"CO","12/12/2023",71,FALSE,201649,0.898,"9/24/2023"
"631851","PROVENZA","KAROL G",31,"CO","12/12/2023",85,FALSE,207626,0.87,"2/24/2023"
"631852","Pa' Que Retozen","Tego Calderón",32,"CO","12/12/2023",83,TRUE,151666,0.815,"7/1/2003"
"631853","PALABRAS SOBRAN - REMIX","Blessd, Ryan Castro, Bryant Myers, Hades66",33,"CO","12/12/2023",74,TRUE,288053,0.691,"10/12/2023"
"631854","Monastery","Ryan Castro, Feid",34,"CO","12/12/2023",78,FALSE,189333,0.811,"11/12/2021"
"631855","Jordan","Ryan Castro",35,"CO","12/12/2023",82,FALSE,176142,0.796,"5/24/2022"
"631856","POLANCO","KEVIN ROLDAN, Dani Flow, Mauro Dembow",36,"CO","12/12/2023",59,TRUE,162493,0.679,"12/7/2023"
"631857","Ferxxo 100","Feid",37,"CO","12/12/2023",81,FALSE,167760,0.705,"9/14/2022"
"631858","MIENTRAS ME CURO DEL CORA","KAROL G",38,"CO","12/12/2023",85,FALSE,164386,0.523,"2/24/2023"
"631859","X SI VOLVEMOS","KAROL G, Romeo Santos",39,"CO","12/12/2023",84,TRUE,200120,0.794,"2/24/2023"
"631860","Narcotics (with Bryant Myers)","Dei V, Bryant Myers",40,"CO","12/12/2023",84,TRUE,173991,0.711,"9/14/2023"
"631861","Ella Baila Sola","Eslabon Armado, Peso Pluma",41,"CO","12/12/2023",86,FALSE,165671,0.668,"4/28/2023"
"631862","YO AK","Feid, Jhay P",42,"CO","12/12/2023",75,TRUE,205066,0.778,"12/1/2023"
"631863","El Cielo","Sky Rompiendo, Feid, Myke Towers",43,"CO","12/12/2023",86,TRUE,191320,0.715,"6/2/2023"
"631864","Prohibidox","Feid",44,"CO","12/12/2023",80,FALSE,166253,0.647,"9/14/2022"
"631865","Solos","Tony Dize, Plan B",45,"CO","12/12/2023",62,FALSE,188826,0.73,"11/17/2009"
"631866","50 PALOS","Feid",46,"CO","12/12/2023",77,TRUE,167240,0.719,"12/1/2023"
"631867","DESQUITE","Feid",47,"CO","12/12/2023",76,FALSE,133546,0.729,"12/1/2023"
"631868","Hasta El Suelo","Fhany Santin, Natan & Shander",48,"CO","12/12/2023",56,FALSE,150000,0.878,"11/30/2023"
"631869","Todo Sigue Igual","Juanse Navarro",49,"CO","12/12/2023",67,FALSE,150000,0.671,"11/9/2023"
"631870","Adonay (Live)","El Rey de los Diciembres",50,"CO","12/12/2023",50,FALSE,187144,0.764,"12/15/1967"
"631871","PRINCESITA DE ...","Jere Klein, Nickoog Clk, Lucky Brown, El BAI",1,"CL","12/12/2023",75,TRUE,162397,0.877,"12/1/2023"
"631872","ANDO","Jere Klein, Gittobeatz",2,"CL","12/12/2023",68,TRUE,172774,0.869,"12/1/2023"
"631873","X ESO BB","Jere Klein, Nicki Nicole",3,"CL","12/12/2023",82,TRUE,193835,0.8,"8/10/2023"
"631874","¿Cuál Es Su Nombre?","Lucky Brown, Jere Klein, Mateo on the Beatz",4,"CL","12/12/2023",80,TRUE,183400,0.815,"9/14/2023"
"631875","No Ando Weando","Cris Mj",5,"CL","12/12/2023",79,TRUE,188647,0.873,"11/9/2023"
"631876","QLONA","KAROL G, Peso Pluma",6,"CL","12/12/2023",93,TRUE,172797,0.841,"8/10/2023"
